"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LF6623","Mont Llaret Pic d'Aude","AltiSurface en service ","8/03/2011","9/09/2015","24/09/2015","42.575, 2.038889","N 42 34 30","E 002 02 20","7628 ft","","1","herbe","","40","400","'07-25","herbe","","","","'Inconnue","","","","","","+33 4 68 04 42 21","Qualification Montagne requise pour les avions.Libre d'accès pour les ULM.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF6624","Clos de Legua","AltiSurface en service ","8/03/2011","9/09/2015","24/09/2015","42.654167, 2.038889","N 42 39 15","E 002 02 20","7874 ft","Altisurface utilisable par neige avec skis, située en bordure et sur la  commune de Fontarabiouse, à 1km au SSW du pic de Ginèvre. Roches (Serrat de la Llissa Cremada) à l'Est du seuil 35.","1","herbe","'35","100","300","'17-35","herbe","","","","'Inconnue","","","","","","","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF6625","Hippopotame","AltiSurface en service ","8/03/2011","17/06/2016","18/05/2017","42.477778, 2.047222","N 42 28 40","E 002 02 50","4921 ft","A proximité du point de report 'November' (=tunnel de la voie ferrée métrique au col Rigat) de l'aérodrome de Ste-Léocadie LFYS, et donc radio sur la fréquence 118.625 de cet aérodrome.Contrôleur militaire.Actuellement (juin 2016) 2 pistes utilisables","2","herbe","'29","20","250","'11-29","herbe","'25","20","200","'07-25","118.625","Aucun","","","","+33 6 09 30 89 24","Altisurface utilisable en toutes saisons, entretenue par les bénévoles de l'Aéro Club Icaria.Deux rochers constituant des obstacles sont peints en blanc.Deux buissons laissés volontairement à gauche des pistes marquent un point de poser.Ornières de 4X4 entre les deux pistes.Qualification Montagne requise.ULM : Libre d'accès.La personne la plus au fait de l'état de l'altisurface en temps réel est Philippe Salvato au 06 09 30 89 24"
"","LF6626","Mont Llaret Roc d'Aude","AltiSurface en service ","8/03/2011","9/09/2015","24/09/2015","42.580556, 2.025","N 42 34 50","E 002 01 30","7710 ft","Piste située à 500m au NW du sommet (2376m) du Mont Llaret. Utilisable en toutes saisons. Piste traversée au milieu par un chemin utilisé par des véhicules tout-terrain.","1","herbe","'09","30","300","'09-27","herbe","","","","'Inconnue","","","","","","+33 4 69 30 91 11","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF6627","Plateau de la Calme","AltiSurface en service ","8/03/2011","23/04/2016","24/04/2016","42.530556, 2.004167","N 42 31 50","E 002 00 15","6988 ft","Pistes utilisables en toutes saisons, mais vérifiez en hiver l'enneigement suffisant car des rochers peuvent effleurer. Attention aux câbles de téléski, aux skieurs et promeneurs. Les 2 pistes convergent sur un plateau.","2","neige","","100","500","'16-34","neige","","100","400","'07-25","","","","","","+33 4 69 30 91 11","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF6628","Perpignan la Salanque","Aérodrome Réservé Administrations Interdit CAP","8/03/2011","12/02/2016","29/02/2016","42.79808274551885, 3.0015722698635727","N 42 47 53","E 003 00 06","30 ft","Base militaire interdite aux ULM. Le terrain de Torreilles se situe 5 km plus au sud : 42° 44' 43' N   03° 01'00' E","1","dur","","","","'13-31","herbe","","","","'Inconnue","","","","","","","Base miltaire interdite aux ULM.Ancien hydro-aérodrome, pouvant servir d'escale pour le CPIS de Perpignan (DGSE)."
"","LF6631","Corneilla de la Rivière","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","9/01/2017","10/01/2017","42.690783780053, 2.7303747407227092","N 42 41 27","E 002 43 49","230 ft","","1","terre","","","250","'12-30","herbe","","","","'Inconnue","","","","","ULM-RR@wanadoo.fr","+33 4 68 57 18 26","PRUDENCE TRAMONTANE DOMINANTE.MERCI DE NE PAS SURVOLER LES VILLAGES ALENTOURS.Ecole pendulaire."
"","LF6632","Saint Génis","Base ULM Autorisation OBLIGATOIRE ","28/10/2013","23/12/2015","24/04/2016","42.546388888889, 2.908333333333303","N 42 32 47","E 002 54 30","150 ft","Tour de piste au nord. S'annoncer à la radio sur 123.500.Atterrissage préférentiel en 07Décollage préférentiel en 25Survol du haras à 450 m à l'est de la piste interdit.Si la manche à air n'est pas installée, atterrissage interdit !","1","herbe","","20","200","'07-25","herbe","","","","'Inconnue","123.500","","","","puigjg@orange.fr","+33 6 07 25 94 32","Avant de venir, demander un PPR au gestionnaire au 06 07 25 94 32 S'annoncer sur 123.5Club ULM 'Les Ailes des Albères'. Président : Michel Hirmke 06 81 41 88 27Courriel : lesailesdesalberes@gmail.com"
"","LF6651","Torreilles","Aérodrome Privé Ouvert aux ULM","31/07/2011","30/11/2015","7/06/2017","42.747429748471, 3.0160635709762573","N 42 44 51","E 003 00 58","10 ft","Verticale terrain 1000 ft, tour de piste par l'Est, aucun survol des villages. Suivre cheminement côtier à 1000 ft en laissant le littoral sur le travers gauche de l'appareil.","2","herbe","'13","40","400","'13-31","herbe","'19","60","500","'01-19","123.57","Station SP 95","6,2,4,5,1","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible, Atelier ULM","asl@ulm66.fr","+33 4 68 28 13 73","Lundi au samedi : 09:00-12:00 et 14:00- 18:00 loc (hors saison). En été 08:00-12:00 et 14:00-19:00 loc. En dehors de ces horaires, l'aérodrome (avion et ULM) est fermé. Si le pilote visiteur respecte les consignes, il sera très bien accueilli. Le propriétaire est sensible à la politesse et à la courtoisie des visiteurs.ATTENTION éviter le survol base altitude de la centrale photovoltaïque. Location de vélos. Plage à 5 minutes."
"","LF6652","Saint Paul de Fenouillet","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","24/12/2015","27/12/2015","42.82051177536755, 2.4965227261811833","N 42 49 14","E 002 29 47","860 ft","PPR OBLIGATOIRE. Voir plan TDP sur notre site Internet.Intégration verticale 2000 pieds QNH Tour de piste 1500 pieds QNH.  toucher impératif en seuil de piste conseilléPistes courtes : Vérifiez vos compétences avant votre premier posé.","2","herbe","'14","20","250","'14-32","herbe","","20","200","'09-27","123.50","au village 2km","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","aglyclubulm@free.fr","+33 6 18 00 64 35","Avertir avant votre premier poser. PPR obligatoire car pistes courtes.Prévenir de votre arrivée ou votre passage, c'est vous assurer le meilleur accueil et notre assistance. Hangars pleins, mais on peut parfois s'arranger. Coins de baignade à 200m de la plateforme, sites touristiques en local (chateaux cathares, Gorges de Galamus) et les Pyrénées, la mer. Bienvenue à tous. Attention, décollage en 09 interdit en raison de la route  en seuil 27  "
"","LF6654","Llupia","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","24/12/2015","15/10/2017","42.623990044597, 2.7826096322801277","N 42 37 26","E 002 46 57","292 ft","Circuit par l'est 500 ft QFE. Aéromodélisme au nord-ouest. Ne pas survoler.passage ligne haute tension 250ft minimum","2","terre","'04","15","300","'04-22","herbe","'07","0","150","'07-25","Auto-info 123.5","","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","robert.junca3@orange.fr","+33 6 88 21 84 58","Activité AEM 9580 (plafond 1000ft) au NW du terrain."
"","LF6655","Saint Jean Pla de Corts","Base ULM Autorisation OBLIGATOIRE ","24/11/2011","1/07/2016","4/07/2016","42.519608283443, 2.8105902671813965","N 42 31 11","E 002 48 38","270 ft","Tour de piste à l'EST 1000ft QNH. Piste 33 légèrement montante. ATTENTION : seuil de piste 33 décalé de 233 m car présence d'un câble de téléski nautique à 50 m du seuil et à 7 m de hauteur.","1","herbe","'33","15","400","'15-33","herbe","","","","'Inconnue","Auto-info 123.5","","","","regis.garces@free.fr","+33 4 68 83 03 64","terrain entouré d'une clôture électrique...hauteur : 60 centimètresVOIR INFOS DE DECALAGE DE SEUIL DE PISTEZone située à l'intérieur du trait noir( voir photo n° 3) interdite sauf à hauteur règlementaire(500m.QFE) mais à éviter quand même pour ménager le voisinage."
"","LF6656","Montescot","Base ULM Accès privé","6/05/2011","29/11/2015","15/10/2017","42.611667, 2.9388890000000174","N 42 36 42","E 002 56 20","55 ft","Terrain réservé aux pilotes ayant obtenu l'accord du propriétaire avant de venir (pb d'environnement).Tour de piste au nord.","1","herbe","","0","300","'12-30","herbe","","","","'Inconnue","123.5","","","invalid","","+33 6 12 22 96 29","Problèmes d'environnement.Attention, en cas de vent Marin, turbulences en courte finale.Activités AEM 9641 (plafond 350ft ASFC) et 9642 (plafond 500ft ASFC) à proximité."
"oui","LF6657","Corneilla del Vercol","Base paramoteurs fermée définitivement.","30/04/2011","25/06/2014","9/08/2014","42.620833, 2.934722","N 42 37 15","E 002 56 05","","","1","herbe","","350","350","'omnidir","herbe","","","","'Inconnue","","","","","","+33 6 70 48 49 27","Terrain paramoteur uniquement.Fermé.Transfert de l'activité en cours."
"","LF6658","Llauro","Aérodrome Privé Ouvert aux ULM","6/06/2013","24/12/2015","27/12/2015","42.55027777777801, 2.730906091266206","N 42 33 01","E 002 43 51","1411 ft","Terrain à caractère d'altisurface. Atterrissage possible uniquement en 24.Pente moyenne 18% environ,Eloignement cap 010° et tour de piste au nord-est.Eviter le survol des villages voisins Tordères et Llauro.","1","terre","'24","30","300","'06-24","herbe","","","","'Inconnue","130.00","aucun","","","","+33 4 68 38 81 54","Terrain privé. Autorisation préalable auprès du propriétaire Mr Gispert."
"","LF6659","La Salanque Latécoère","HydroSurface Réglementé Ouvert aux ULM  Utilisation EPISODIQUE ","18/08/2015","28/02/2016","29/02/2016","42.816666666667, 3","N 42 49 00","E 003 00 00","","Disque de rayon 500mSurvol base militaire de St-Laurent-de-la-Salanque (LF-R73) interdit. ","1","eau","","1000","1000","'omnidir","herbe","","","","'Inconnue","","","3,6,4,5","Restauration sur place, Restauration à proximité, Gîte à proximité, Camping possible","jfmonier@hydroclubdefrance.fr","+33 6 70 27 50 40","Usage occasionnel, réservé aux participants de manifestations aériennes, interdit le reste du temps.Contacter le gestionnaire pour plus d'information."
"","LF6715","Club Ulm Kogenheim","Base ULM Autorisation OBLIGATOIRE ","15/11/2011","23/12/2015","6/01/2016","48.323055555556, 7.534722222222172","N 48 19 23","E 007 32 05","528 ft","Tour de piste à l'Est et à 500ft AGL soit 1000ft QNHVerticale terrain est à 1000ft AGL soit 1500ft QNHLa partie Ouest jusqu'à la piste est réservée aux paramoteurs.","1","herbe","'02","30","180","'02-20","herbe","","","","'Inconnue","123.5","sur demande","6","Restauration à proximité","info@ulmkogenheim.com","+33 6 76 54 60 31","Procédure de décollage :En 02 : montée initiale puis virage à droite dès que possibleEn 20 : montée initiale puis virage à gauche dès que possibleATTENTION : Ligne HT (h. 170ft) à 700m au Sud des installationsSurvol des villages alentours interdits !Merci de ne pas survoler la zone à moins de 1000ft (sauf procédure TO et LDG) afin de préserver la tranquillité de la faune (réserve naturelle protégée) et des riverains."
"","LF6721","Albé - Val de Villé","Aérodrome Privé Ouvert aux ULM","6/07/2011","16/02/2017","18/02/2017","48.34916700000001, 7.329656677246135","N 48 20 57","E 007 19 47","1247 ft","Atterrissage impératif au QFU 08 suivant une base main droiteDécollage impératif au QFU 26 puis virage à gauche en évitant le survol de la ville de VillePente moyenne régulière 5 %","1","dur","'08","20","415","'08-26","herbe","","","","'Inconnue","auto-info 123.500","","6","Restauration à proximité","christian.riotte@orange.fr","+33 06 72 62 66 22","PPR (Permission Préalable Requise)Verticale obligatoire à 1800ft QNH car activité aéro-modélisme fréquenteNe pas survoler le village de vacances d'Albéville situé à 700m dans l'Axe du terrain.Présence d'une colline d'altitude 1330 pieds à 900 m dans l'axeL'usage du terrain est réservé aux aéronefs basés et aux seuls pilotes autorisés par l'exploitant de l'aérodrome.Piste en pente encaissée dans le relief, turbulences en cas de vent."
"","LF6723","Salmbach","Base ULM Accès privé","8/03/2011","16/02/2017","18/02/2017","48.967978944929, 8.070922861099234","N 48 58 05","E 008 04 15","508 ft","","1","herbe","","20","280","'09-27","herbe","","","","'Inconnue","auto-info 123.500","","","","","+33 6 12 58 47 82","Seul 250M de piste sont utilisable à cause d'une forte pente en 09 et d'un ravin en seuil de la 27.Faire un passage bas au préalable afin d'évaluer l'état de la piste (dégâts de sanglier)"
"","LF6724","Wissembourg","Base ULM Accès privé","8/03/2011","29/02/2016","1/03/2016","48.992476585066, 7.975869985458303","N 48 59 33","E 007 58 33","574 ft","Tour de piste EST à 1100ft QNH","1","herbe","","20","280","'18-36","herbe","","","","'Inconnue","auto-info 123.500","","","","jschaller@dow.com","+33 3 88 53 53 83","Merci de contacter Mr SCHALLER au préalable."
"","LF6751","Batzendorf","Base ULM ouverte tous types","13/10/2011","26/11/2016","28/11/2016","48.80304652931447, 7.72666700000002","N 48 48 11","E 007 43 36","560 ft","Nouvelle orientation de la piste.QFU 08-26","1","herbe","'08","20","280","'08-26","herbe","","","","'Inconnue","Auto-info 123.5","Station à 2 km","6,2,5","Restauration à proximité, Hangar possible, Camping possible","hubert.claudel67@orange.","+33 3 88 72 02 17","possibilité de hangar pour 1 multiaxes et 1 pendulaire ou Autogire.Restaurant à 2 km.Vigilance : Lignes Très Haute Tension à proximité à 300 m au Sud"
"","LF6752","Trimbach","Base ULM Accès privé","8/03/2011","31/12/2015","24/02/2016","48.938055555556, 8.007777777777846","N 48 56 17","E 008 00 28","574 ft","PPR obligatoire !Tout atterrissage sans autorisation obtenue préalablement est interdit. Atterrissage en 08 et décollage en 26.","1","herbe","'08","15","500","'08-26","herbe","","","","'Inconnue","123.500","","","","volkmar.balzer@cal-aviation.com","+49 1 71 414 43 97","PPR OBLIGATOIRE"
"","LF6754","Envol Ulm Alsace","Base ULM Privé Avec Restrictions Autorisation OBLIGATOIRE ","25/07/2011","30/04/2017","2/05/2017","48.1509986677064, 7.536900043487549","N 48 09 04","E 007 32 13","576 ft","Verticale à 1500ft QNHTour de piste à l'EST à 1000ft QNHpas de survol des agglomérations environnantes !","1","herbe","'36","40","200","'18-36","herbe","","","","'Inconnue","auto-info 123.500","","6,2","Restauration à proximité, Hangar possible","info@ulm-alsace.net","+33 6 76 08 37 55","PPR (Permission Préalable Requise) du gestionnaire.Le contacter par téléphone Ouvert toute l'année (piste en herbe non inondable) "
"","LF6755","Hanau-Airport-Schillersdorf","Base ULM Accès privé","22/08/2012","23/12/2015","6/01/2016","48.870532598561, 7.516875362396377","N 48 52 14","E 007 31 01","676 ft","Nouveauté : Manche à Air sur le terrain Attention à la clôture électrique, poteaux en bout de piste 33.Faire un passage bas au préalable afin d'évaluer l'état et l'accessibilité de la piste.Si vaches en pâturage atterrissage formellement interdit !","1","herbe","","30","265","'15-33","herbe","","","","'Inconnue","123,5","sur demande","6,4","Restauration à proximité, Gîte à proximité","michelmahler@aol.com","+33 3 88 70 78 42","MANGER :   - Aux 2 clefs  12 rue des Comtes de HANAU Tél: 03 88 89 64 91SE LOGER : - Au Freidbarry : www.freidbarry.com   - Sbürehiesel : www.sburehiesel-schillersdorf.fr- Gite Eric et Marthe JACKY :http://www.gites-de-france-alsace.com/Gite-Jacky-Marthe-Et-Eric-a-Schillersdorf-dans-Alsace-Bossue-Vosges-Nord-67G2087.html"
"oui","LF6756","terrain privé ULM","Base ULM fermée définitivement","23/08/2012","23/08/2012","24/08/2012","48.87116772708362, 7.516896820068382","N 48 52 16","E 007 31 01","222 ft","","1","herbe","","30","265","'15-33","","","","","","Auto info 123,5","","","","","",""
"","LF6757","Les Cigognes d'Epfig","Base ULM Autorisation OBLIGATOIRE ","6/11/2012","29/02/2016","1/03/2016","48.339497619308, 7.472333658630305","N 48 20 22","E 007 28 20","173 ft","http://cigognesepfig.free.fr/index.php/plansSurvol interdit de la scierie à proximité et maisons lieu-dit 'poulailler'","2","herbe","","20","200","'18-36","herbe","","40","200","'omnidir","","","6","Restauration à proximité","werner.sansig@wanadoo.fr","+33 6 23 04 50 38",""
"","LF6821","Masevaux","Aérodrome Privé Ouvert aux ULM","8/03/2011","23/12/2015","6/01/2016","47.804266653725, 6.946253555541944","N 47 48 15","E 006 56 47","1500 ft","Décollage par composante de vent arrière très dangereux ! Atterrissage impératif QFU 31Ne pas se poser sur les 50 premiers mètres car sol lourdAttention aux arbres en entrée de pisteDécollage impératif QFU 13.","1","herbe","'31","20","400","'13-31","herbe","","","","'Inconnue","","","","","","+33 3 89 82 45 80","Aérodrome privé de type altisurface. PPR OBLIGATOIRE."
"","LF6822","Vieux Ferrette","Base ULM Accès privé","2/12/2011","22/08/2017","24/08/2017","47.51571526289282, 7.306927442550659","N 47 30 57","E 007 18 25","1499 ft","Intégration 2500ft, tour de piste 2000ft à l'ouest, 19 en main droiteSurvol des villages avoisinants et des fermes au NW prohibéActivité école importante et riverains sensibles, respecter les consignesAttention piste pouvant être détrempée en hiver.","1","herbe","","20","305","'01-19","herbe","","","","'Inconnue","Auto-info 123.5","Sur demande","3,6,2,4","Restauration sur place, Restauration à proximité, Hangar possible, Gîte à proximité","info@ulm-regio.ch","+33 6 80 02 79 51","Autorisation= avis de vol comportant le type et la couleur de l'aéronef, le nom du pilote, la date et arrivée prévue (par exemple : matin, après-midi ou soirée), soit par mail à info@ulm-regio.ch ou SMS à 06 04 16 73 49 (l'avis vaut autorisation),Formation aux brevets de pilote dans les classes Pendulaire, Multiaxe et Autogire.Possibilité de repas sur place.Avitaillement possible sur demande pour le SP95 et SP98."
"","LF6851","Valdieu Lutran","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","28/02/2016","1/03/2016","47.62223795072, 7.045828464296164","N 47 37 20","E 007 02 45","1132 ft","Tour de piste obligatoirement au SUD de la piste à 1700 ft AMSL.","1","herbe","","20","200","'08-26","herbe","","","","'Inconnue","123.500","sur demande","2","Hangar possible","contact@voldecouverte.fr","+33 3 89 07 22 87","Eviter 'largement' le survol des maisons et villages voisinsLigne haute tension au nord et nord-ouest de la pisteBarrière d'un mètre de hauteur au début de la piste 26Faire un passage bas pour les multis (mêmes légers) car la piste peut être en mauvais état ...en plus d'être très courte.Pour le hangar, merci de contacter le propriétaire pour se renseigner."
"","LF6852","Soppe","Base ULM ouverte tous types","8/03/2011","28/02/2016","1/03/2016","47.72546609657504, 7.097029649490434","N 47 43 32","E 007 05 49","1099 ft","Tour de piste obligatoire à l'OUEST de la piste et à 500ft AAL (1600ft QNH)Piste préférentielle 23 si vent  > 2m/s","1","herbe","'23","30","350","'05-23","herbe","","","","'Inconnue","123.500","sur réservation","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","p.bellmann68@gmail.com","+33 6 23 12 00 36","Ligne haute tension à l'ouest et au sud de la piste (elle traverse l'axe de la piste au sud)Seuil de la piste 05 décalé à cause de la distance minimale reglementaire 450 m par rapport à la ligne haute tension. Donc 150 m de la piste utilisable.ATTENTION : présence d'une cloture électrique aux entrées de piste de 60 cm de haut (pour éviter l'intrusion des sangliers) Président Pierre Bellmann +33(0)6 23 12 00 36"
"oui","LF6921","Claveisolles","Altisurface fermée","8/03/2011","17/05/2016","19/10/2017","46.078056, 4.5458701666565275","N 46 04 41","E 004 32 45","2463 ft","altisurface fermée définitivement depuis mars 2013.Altisurface bordée de chaque côté de forêts. Au seuil de piste 13, une trentaine de mètres a été dégagée des arbres (non roulable)","1","herbe","'13","18","240","'13-31","herbe","","","","'Inconnue","","","","invalid","","+33 4 74 71 74 75","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Selon le site de l'afpm le site Claveisolles est définitivement fermé à la demande de son propriétaire."
"","LF6951","Saint Jean d'Ardières","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","26/12/2015","22/02/2016","46.129444, 4.742778000000044","N 46 07 46","E 004 44 34","610 ft","Tour de piste : 01/19 à l'Est 500 ft AAL - Préf. 19. 27/09 au Nord 500 ft AAL - Préf. 27 Intégration standard pour les 2 pistes.","2","herbe","'19","24","330","'01-19","herbe","'27","24","330","'09-27","Auto-info 123.5","","4,5","Gîte à proximité, Camping possible","nbernard69@orange.fr","+33 4 74 69 64 61","Arrivée par l'Ouest : ne pas survoler le lotissement de maisons (au bord ouest du seuil de piste en 01). Atterrissage en 19 : ligne téléphonique à 150 m au nord du seuil de piste. Atterrissage en 01 : lotissement et ligne téléphonique avant le seuil de piste.Hôtels à Belleville et Saint-Jean-d'Ardières "
"","LF7021","Bucey les Gy","Aérodrome Privé Ouvert aux ULM","20/10/2011","23/12/2015","5/01/2016","47.41499180597738, 5.871419906616211","N 47 24 54","E 005 52 17","1260 ft","Tour de piste main gauche. Atterrissage en 04, décollage en 22. Profil convexe, pente moyenne 5%, début de bande à 8% puis seulement 2%. Les 100 premiers mètres ne sont pas utilisables pour le toucher des roues. Absence de balisage de piste.","1","herbe","'04","20","425","'04-22","herbe","","","","'Inconnue","130.00","","","","","+33 3 84 32 80 05","Aérodrome privé de type altisurface. PPR : autorisation préalable nécessaire.Par vent arrière supérieur à 5 kt, l'atterrissage est problématique"
"","LF7022","Francourt","Aérodrome Privé Ouvert aux ULM","21/10/2011","24/12/2015","26/01/2016","47.655126232516, 5.73885440826416","N 47 39 18","E 005 44 20","869 ft","","1","herbe","","20","370","'05-23","herbe","","","","'Inconnue","","","6","Restauration à proximité","","+33 3 84 92 04 89",""
"","LF7023","Saulnot","Aérodrome Privé Ouvert aux ULM","21/10/2011","24/12/2015","26/01/2016","47.567665988734, 6.644754409790039","N 47 34 04","E 006 38 41","1269 ft","Tour de piste à l'est entre la colline et le village. Piste préférentielle 22 sauf si vent > 15 kmh. ","1","herbe","'22","30","600","'04-22","herbe","","","","'Inconnue","Auto-info 123.5","","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","gabriel.augerot@orange.fr","+33 3 84 27 44 36","L'accès de la plate-forme est réservé aux personnes autorisées par le gestionnaire qui doit être contacté au 03 84 27 44 36 ou portable 06 07 27 61 06"
"oui","LF7024","Broye les Pesmes","Base ULM fermée définitivement","8/03/2011","8/03/2011","10/12/2013","47.33, 5.513333","N 47 19 48","E 005 30 48","682 ft","","1","herbe","","","2350","'Inconnue","","","","","","","","","","","",""
"","LF7025","Tincey","Base ULM Accès privé","20/10/2011","23/12/2015","5/01/2016","47.606322183432184, 5.78580379486084","N 47 36 23","E 005 47 09","764 ft","Tour de piste à l'OUESTEviter le survol du villagepiste bombée","1","herbe","'07","26","320","'07-25","herbe","","","","'Inconnue","123.5","","4","Gîte à proximité","florence.doizelet@yahoo.fr","+33 6 79 22 10 48","Piste bombée"
"","LF7026","Arc lès Gray","Base ULM Accès privé","20/10/2011","23/12/2015","5/01/2016","47.475650636459, 5.569124221801758","N 47 28 32","E 005 34 09","718 ft","","1","herbe","","20","340","'18-36","herbe","","","","'Inconnue","123.5","","","","","+33 3 84 65 41 40","Olivier BONSARL Oliv'aiRFerme de la Plante au Plot70100 ARC les GRAYTel: 06 86 08 48 78"
"","LF7027","Lambrey","Base ULM Accès privé","20/10/2011","24/12/2015","26/01/2016","47.7676857708, 5.938754081726074","N 47 46 04","E 005 56 20","820 ft","","1","herbe","","25","330","'07-25","herbe","","","","'Inconnue","","","","","","","ATTENTION...ligne téléphonique le long de la pisteclôture en bois sur pourtour, balisé (blanc) en entrée de piste."
"","LF7028","Venisey","Aérodrome Privé Ouvert aux ULM","20/10/2011","15/09/2015","7/10/2015","47.834347169352, 5.9989213943481445","N 47 50 04","E 005 59 56","804 ft","Tour de Piste à l'EST","1","herbe","","20","700","'02-20","herbe","","","","'Inconnue","Auto-info 123.5","","","","","+33 3 84 91 11 23",""
"","LF7029","Senoncourt","Base ULM ouverte tous types","20/10/2011","12/09/2017","14/09/2017","47.83233056619, 6.0530805587768555","N 47 49 56","E 006 03 11","778 ft","- tour de piste au sud- éviter le survol du village en étape de base 30- attention à la clôture en finale 30","1","herbe","'30","20","350","'12-30","herbe","","","","'Inconnue","auto-info 123.5","Reservation","2","Hangar possible","philippeaeby@orange.fr","+33 6 87 69 73 77","- Manche à air sur petit hangar.- Terrain inondable après de fortes précipitations"
"","LF7030","Bay","Base ULM Accès privé","20/10/2011","24/12/2015","26/01/2016","47.301424446879274, 5.7042646408081055","N 47 18 05","E 005 42 15","709 ft","","1","herbe","","25","700","'02-20","herbe","","","","'Inconnue","auto-info 123.5","","","","","",""
"","LF7031","Jasney","Base ULM Autorisation OBLIGATOIRE ","20/10/2011","24/12/2015","26/01/2016","47.88269335486, 6.169992685317993","N 47 52 58","E 006 10 12","919 ft","","1","herbe","","20","240","'05-23","herbe","","","","'Inconnue","","","","","","+33 3 84 40 39 23",""
"","LF7032","La Malachère","Base ULM Autorisation OBLIGATOIRE ","20/10/2011","27/11/2015","29/11/2015","47.448232221127, 6.0703325271606445","N 47 26 54","E 006 04 13","","","1","herbe","","20","450","'06-24","herbe","","","","'Inconnue","auto-info 123.5","","","","","+33 3 84 91 84 96",""
"","LF7033","Gevigney","Base ULM Accès privé","16/03/2012","24/12/2015","26/01/2016","47.796864119275, 5.913150405883812","N 47 47 49","E 005 54 47","720 ft","hauteur tour de piste 1500ft QNH.Présence ligne haute tension en bout de QFU 05.Atterrissage QFU 07.Décollage QFU 23.Tour de piste au nord.","1","herbe","'07","40","350","'05-23","herbe","","","","'Inconnue","123.5","","6,4","Restauration à proximité, Gîte à proximité","alban.causin@wanadoo.fr","+33 1 03 84 68 16 70","La présence d'une ligne HT d'une hauteur de 20 m environ en bout de QFU 05 implique en cas de doute sur la présentation en finale une remise de gaz au plus tard avant le début de piste.La piste étant en vallée, le relief limite les effets du vent de travers.La piste est en zone inondable, il sera prudent de prendre contact avec le propriétaire avant utilisation."
"","LF7034","Lacs de Bonnal","HydroSurface privée. Autorisation OBLIGATOIRE ","23/01/2014","24/02/2016","29/02/2016","47.517869892637, 6.363868808746247","N 47 31 04","E 006 21 50","816 ft","Tour de piste au nord-ouest en évitant le survol du camping et des cabanes.","2","eau","","100","900","'04-22","eau","","100","500","'02-20","","","3,4,5","Restauration sur place, Gîte à proximité, Camping possible","info@cabanesdesgrandslacs.com","+33 3 84 77 06 72","Domaine privé : réservé aux pilotes autorisés par le propriétaire. Amerrissage de préférence sur le lac Nord (plus grand et dégagé).Attention présence d'un ancien tremplin de ski nautique et de cabanes flottantes sur le lac Nord.Lac Sud, attention présence en saison de baigneurs et lignes d'eau.Camping 5* sur place : http://www.camping-valdebonnal.comCabanes flottantes ou dans les arbres sur place : www.cabanesdesgrandslacs.com"
"oui","LF7035","Vereux la Bouloye","Base ULM fermée définitivement","3/06/2014","31/08/2015","9/10/2015","47.51822458302068, 5.638669624328592","N 47 31 06","E 005 38 19","","","1","herbe","","","","'13-31","herbe","","","","'Inconnue","","","","","","",""
